3.373288600000000081e-01,3.322396000000000238e-01,1.673858300000000132e-01
3.265009400000000173e-01,3.243906500000000026e-01,2.974656500000000259e-01
3.398354800000000231e-01,3.292280699999999838e-01,1.724440299999999981e-01
2.319154000000000007e-02,2.300792000000000115e-02,1.656035000000000146e-02
3.021565099999999893e-01,2.997322499999999779e-01,2.779993499999999784e-01
3.333421999999999774e-01,3.100268700000000099e-01,2.912061200000000127e-01
2.347059900000000032e-01,2.332641799999999876e-01,2.306381399999999915e-01
3.183692499999999925e-01,3.046110100000000154e-01,1.750567299999999937e-01
3.332434200000000124e-01,3.229176500000000005e-01,2.270603999999999956e-01
3.316014299999999748e-01,3.252432599999999785e-01,1.827635999999999983e-01
3.381777999999999729e-01,2.559429100000000235e-01,2.419506100000000104e-01
3.279898500000000272e-01,3.102175600000000033e-01,1.782532699999999914e-01
3.302067100000000144e-01,3.119834699999999850e-01,1.969656100000000132e-01
2.960966500000000168e-01,2.929485099999999953e-01,1.911921699999999946e-01
3.212495699999999843e-01,3.082115400000000061e-01,2.803700900000000162e-01
3.133475600000000250e-01,3.028785500000000241e-01,2.475442099999999868e-01
3.366732599999999742e-01,3.202467999999999981e-01,1.834565999999999975e-01
2.715074399999999888e-01,2.706581800000000260e-01,2.672102199999999983e-01
3.325025799999999920e-01,3.302111999999999825e-01,1.710426600000000130e-01
3.375543500000000030e-01,2.838887700000000125e-01,1.980237999999999998e-01
3.319995000000000029e-01,3.130865600000000137e-01,1.665787099999999910e-01
2.844322499999999976e-01,2.829794299999999763e-01,2.272741199999999961e-01
2.611357899999999788e-01,2.602924699999999980e-01,1.652730599999999994e-01
3.382774499999999795e-01,3.134205400000000252e-01,1.794005800000000039e-01
3.386893599999999949e-01,3.257036200000000270e-01,2.604702400000000195e-01
3.352929599999999732e-01,3.236648799999999881e-01,1.650631300000000024e-01
3.219379700000000177e-01,3.017198400000000169e-01,2.255892999999999926e-01
3.074067899999999853e-01,2.530036399999999741e-01,1.885958100000000026e-01
3.206707699999999939e-01,2.027389800000000131e-01,1.974499899999999919e-01
3.254279700000000108e-01,2.995581600000000178e-01,1.904073099999999963e-01
3.269620200000000199e-01,2.868604499999999891e-01,2.710630500000000276e-01
3.376793399999999945e-01,3.128278800000000026e-01,1.734547800000000028e-01
3.378728300000000129e-01,2.885581199999999735e-01,1.578157299999999874e-01
2.717943400000000231e-01,2.653376399999999857e-01,1.345417700000000050e-01
3.340058900000000275e-01,3.152878700000000256e-01,2.039270699999999881e-01
3.288486600000000148e-01,2.576509100000000108e-01,1.446350100000000083e-01
2.987636200000000075e-01,2.539679499999999979e-01,2.454708399999999957e-01
2.825816099999999831e-01,1.824195700000000031e-01,1.767613399999999890e-01
3.149301600000000145e-01,3.004860899999999835e-01,1.952695999999999876e-01
3.317449900000000174e-01,2.575960099999999864e-01,2.072662399999999905e-01
2.050259700000000018e-01,2.009185099999999946e-01,1.963919500000000096e-01
3.253590199999999988e-01,3.087142399999999731e-01,1.643348500000000045e-01
2.618251699999999960e-01,2.596600000000000019e-01,2.411703699999999950e-01
2.822940999999999923e-01,1.480166099999999929e-01,1.463971500000000037e-01
3.333259000000000083e-01,3.212111100000000219e-01,1.900146400000000124e-01
3.047807299999999997e-01,3.033191299999999924e-01,1.730265400000000064e-01
3.393932599999999744e-01,2.999544699999999731e-01,2.394503500000000062e-01
3.277269099999999824e-01,1.709928099999999951e-01,1.648633399999999971e-01
3.064350499999999866e-01,2.860560400000000114e-01,2.051750900000000044e-01
3.237313399999999786e-01,2.979696600000000251e-01,1.854042599999999874e-01
3.104560599999999781e-01,2.726237000000000243e-01,2.493469700000000011e-01
3.363053699999999924e-01,2.278941700000000070e-01,2.015169599999999950e-01
3.384316299999999833e-01,3.079763200000000256e-01,2.109534200000000026e-01
3.174653700000000245e-01,2.673458599999999907e-01,1.690550200000000003e-01
3.192137999999999920e-01,3.149551500000000170e-01,1.895902100000000090e-01
3.085737000000000063e-01,2.190084200000000092e-01,1.283161600000000124e-01
1.893645599999999873e-01,1.835199499999999873e-01,1.640990200000000121e-01
2.515031099999999742e-01,2.307236400000000076e-01,1.953027200000000130e-01
2.889185899999999751e-01,2.788230199999999770e-01,1.993755999999999862e-01
2.368668200000000057e-01,2.241285100000000030e-01,1.429442900000000016e-01
3.065536500000000109e-01,2.914166699999999888e-01,2.466250799999999965e-01
1.554497999999999991e-01,1.546984000000000137e-01,1.426209599999999911e-01
3.223937000000000053e-01,2.871371999999999813e-01,2.240163099999999963e-01
2.617971499999999785e-01,2.561392499999999850e-01,1.909610300000000038e-01
3.388139399999999801e-01,1.388559199999999938e-01,1.350284099999999876e-01
3.377560900000000088e-01,3.162981500000000001e-01,1.638169899999999957e-01
3.263283900000000237e-01,2.923922899999999991e-01,1.808908399999999972e-01
3.093731599999999804e-01,2.954606699999999808e-01,2.084045700000000112e-01
3.078017699999999746e-01,2.401846800000000115e-01,1.485255900000000129e-01
3.237084399999999862e-01,1.042503399999999969e-01,1.040304299999999932e-01
3.150067400000000073e-01,3.085940600000000034e-01,1.808094399999999879e-01
3.014393799999999790e-01,2.912756499999999971e-01,1.482329699999999917e-01
3.284637400000000040e-01,3.090859899999999771e-01,2.352564900000000125e-01
2.818440799999999968e-01,2.232753299999999941e-01,1.539780199999999932e-01
3.171224999999999739e-01,7.338661999999999963e-02,6.849879000000000384e-02
3.289437100000000003e-01,3.240649400000000235e-01,2.067419500000000077e-01
3.201792199999999866e-01,3.127858600000000266e-01,2.095643500000000103e-01
2.297125899999999943e-01,2.223590400000000078e-01,1.130982100000000046e-01
1.246590600000000021e-01,1.218486500000000028e-01,1.169921899999999959e-01
3.043402700000000238e-01,2.398079800000000039e-01,2.109667400000000137e-01
2.890511800000000187e-01,2.808695900000000023e-01,2.801057000000000130e-01
2.484052399999999994e-01,1.727103100000000058e-01,1.721952399999999994e-01
2.463136300000000056e-01,1.217625600000000058e-01,1.193759699999999979e-01
3.183278600000000180e-01,2.850577699999999881e-01,2.119474699999999989e-01
3.356976799999999983e-01,2.064050600000000013e-01,1.767905200000000066e-01
2.345447499999999963e-01,9.356891999999999987e-02,8.917277999999999316e-02
3.350370599999999977e-01,2.813734999999999986e-01,1.822309000000000012e-01
3.394408199999999765e-01,2.585667999999999855e-01,1.852368899999999874e-01
2.679049099999999961e-01,2.166505699999999868e-01,2.069651399999999919e-01
2.554911400000000055e-01,4.640029999999999849e-02,4.197332000000000146e-02
3.265793200000000063e-01,2.674176200000000225e-01,2.017942699999999978e-01
2.849496699999999882e-01,1.198276999999999953e-01,1.106376099999999973e-01
3.135036500000000226e-01,3.055699100000000001e-01,1.797862699999999980e-01
3.050313900000000134e-01,2.708593499999999987e-01,2.195013199999999998e-01
3.062073200000000051e-01,2.887810399999999889e-01,1.985606000000000038e-01
2.519385800000000231e-01,1.606568700000000072e-01,1.521237000000000006e-01
3.390647999999999995e-01,1.996878400000000053e-01,1.337406800000000007e-01
2.774254800000000021e-01,2.749708799999999731e-01,2.138321400000000039e-01
2.004657400000000034e-01,6.249659999999999938e-02,5.983593000000000245e-02
3.385982200000000053e-01,1.492307400000000006e-01,1.036521900000000052e-01
9.364791999999999561e-02,9.092078000000000659e-02,7.754117000000000648e-02
2.980691999999999786e-01,2.609320800000000107e-01,2.436657799999999985e-01
3.273412700000000175e-01,2.988592700000000102e-01,2.182902800000000032e-01
3.146129599999999971e-01,2.832161000000000262e-01,2.297695999999999905e-01
2.910015699999999872e-01,2.467234000000000094e-01,2.292024000000000006e-01
2.011470099999999872e-01,1.994121500000000102e-01,1.003510900000000039e-01
1.701081799999999977e-01,1.584788199999999925e-01,8.302057000000000186e-02
2.937169099999999977e-01,2.820519200000000115e-01,1.805234500000000020e-01
2.614726399999999784e-01,1.939475300000000069e-01,1.188600600000000035e-01
3.147230100000000252e-01,3.120900699999999972e-01,1.568217199999999978e-01
3.167604700000000162e-01,2.868346800000000085e-01,2.117147600000000018e-01
3.244702099999999811e-01,3.147723399999999838e-01,1.830480300000000005e-01
3.110390599999999783e-01,2.920980200000000138e-01,1.982230100000000050e-01
3.283321799999999735e-01,3.020299900000000259e-01,2.135541999999999996e-01
2.078341099999999886e-01,1.823570000000000052e-02,1.774515000000000120e-02
2.532755300000000265e-01,2.389352100000000090e-01,1.230044299999999979e-01
2.976005500000000192e-01,1.955275000000000069e-02,1.949464999999999879e-02
3.080513400000000068e-01,2.867562300000000008e-01,2.240360100000000076e-01
2.363084599999999980e-01,1.948240900000000053e-01,1.942076600000000042e-01
3.055121100000000034e-01,1.381637300000000124e-01,9.516444000000000292e-02
3.384784900000000207e-01,9.484674999999999356e-02,7.456282999999999661e-02
